      36       3       0       0       0      48      -1       1       0       0      -1       1       0       0       0      -1      -1
      36       3       0       0       1      40      -1       1       0       0      -1       1       0       0       0      -1      -1
      37       3       0       0       0     136      -1       1       0       0      -1       1       0       0       0      -1      -1
      37       3       0       0       0      81      -1       1       0       0      -1       1       0       0       0      -1      -1
      37       3       0       0       0      40      -1       1       0       0      -1       1       0       0       0      -1      -1
      38       3       0       0       0     192      -1       1       0       0      -1       1       0       0       0      -1      -1
      38       3       0       0       0      93      -1       1       0       0      -1       1       0       0       0      -1      -1
      38       3       0       0       0      89      -1       1       0       0      -1       1       0       0       0      -1      -1
      38       3       0       0       1     226      -1       1       0       0      -1       1       0       0       0      -1      -1
      38       3       0       0       1     210      -1       1       0       0      -1       1       0       0       0      -1      -1
      39       3       0       0       1      59      -1       1       0       0      -1       1       0       0       0      -1      -1
      39       3       0       0       1     175      -1       1       0       0      -1       1       0       0       0      -1      -1
      40       3       0       0       0     108      -1       1       0       0      -1       1       0       0       0      -1      -1
      40       3       0       0       0      72      -1       1       0       0      -1       1       0       0       0      -1      -1
      41       3       0       0       0     129      -1       1       0       0      -1       1       0       0       0      -1      -1
      41       3       0       0       1      60      -1       1       0       0      -1       1       0       0       0      -1      -1
      41       3       0       0       0      84      -1       1       0       0      -1       1       0       0       0      -1      -1
      42       3       0       0       1      67      -1       1       0       0      -1       1       0       0       0      -1      -1
      42       3       0       0       1      78      -1       1       0       0      -1       1       0       0       0      -1      -1
      43       3       0       0       1      44      -1       1       0       0      -1       1       0       0       0      -1      -1
      43       3       0       0       1      78      -1       1       0       0      -1       1       0       0       0      -1      -1
      43       3       0       0       1      87      -1       1       0       0      -1       1       0       0       0      -1      -1
      43       3       0       0       1      79      -1       1       0       0      -1       1       0       0       0      -1      -1
      44       3       0       0       1      74      -1       1       0       0      -1       1       0       0       0      -1      -1
      44       3       0       0       1      68      -1       1       0       0      -1       1       0       0       0      -1      -1
      44       3       0       0       1      81      -1       1       0       0      -1       1       0       0       0      -1      -1
      45       3       0       0       1     308      -1       1       0       0      -1       1       0       0       0      -1      -1
      46       3       0       0       1     287      -1       1       0       0      -1       1       0       0       0      -1      -1
      46       3       0       0       1     284      -1       1       0       0      -1       1       0       0       0      -1      -1
      47       3       0       0       0      52      -1       1       0       0      -1       1       0       0       0      -1      -1
      47       3       0       0       0     136      -1       1       0       0      -1       1       0       0       0      -1      -1
      47       3       0       0       0      92      -1       1       0       0      -1       1       0       0       0      -1      -1
      48       3       0       0       0      55      -1       1       0       0      -1       1       0       0       0      -1      -1
      48       3       0       0       0      94      -1       1       0       0      -1       1       0       0       0      -1      -1
      48       3       0       0       0     129      -1       1       0       0      -1       1       0       0       0      -1      -1
      49       3       0       0       0      76      -1       1       0       0      -1       1       0       0       0      -1      -1
      49       3       0       0       0      56      -1       1       0       0      -1       1       0       0       0      -1      -1
      50       3       0       0       0      62      -1       1       0       0      -1       1       0       0       0      -1      -1
      50       3       0       0       0      66      -1       1       0       0      -1       1       0       0       0      -1      -1
      51       3       0       0       0      89      -1       1       0       0      -1       1       0       0       0      -1      -1
      51       3       0       0       1      87      -1       1       0       0      -1       1       0       0       0      -1      -1
      51       3       0       0       1      45      -1       1       0       0      -1       1       0       0       0      -1      -1
      52       3       0       0       1     129      -1       1       0       0      -1       1       0       0       0      -1      -1
